"BC_HKB2119_1690_T"	"HKB0036_3006_T"	"HKB0092_3000_T"	"HKB0143_3006_T"	"HKB0211_3002_T"	"HKB0233_3006_T"	"BC_HKB0662_1294_T"	"BC_HKB0913_1654_T"	"HKB0004_3006_T"	"HKB0125_3006_T"	"HKB0160_3000_T"	"BC_HKB0075_849_T"	"BC_HKB0187_1214_T"	"BC_HKB0199_1263_T"	"BC_HKB0561_1308_T"	"BC_HKB0588_M1349_T"	"BC_HKB0668_1298_T"	"BC_HKB0689_M1326_T"	"BC_HKB0754_1481_T"	"BC_HKB0759_1488_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0833_1552_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"BC_HKB0921_1575_T"	"BC_HKB0922_1579_T"	"BC_HKB0923_1584_T"	"BC_HKB1384_1734_T"	"BC_HKB2109_1628_T"	"BC_HKB2123_1695_T"	"HKB0044_3006_T"	"HKB0089_3001_T"	"HKB0106_3006_T"	"HKB0162_3006_T"	"HKB0668_3000_T"	"HKB0692_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0555_1321_T"	"BC_HKB0728_1447_T"	"BC_HKB0733_1459_T"	"BC_HKB0775_1470_T"	"BC_HKB0838_1563_T"	"BC_HKB1372_1697_T"	"BC_HKB2113_1657_T"	"HKB0065_3006_T"	"HKB0086_3006_T"	"HKB0157_3006_T"	"HKB0208_3006_T"	"HKB0210_3006_T"	"HKB0677_3000_T"
"OSBP2"	3.66334461936608	3.32048467801769	2.09761079662642	2.08406426478847	3.50080205305716	0.659924558402378	1.80322703643493	3.65992455840238	2.78868571061353	2.75274859140713	1.42223300068305	4.51664555778096	4.24107745817504	3.33913738491959	4.9546616208379	3.22187708107703	4.18903382439002	4.82883464946806	4.79025073883523	3.55949181320504	3.83491342970104	4.20320115631661	2.82374936030827	2.20789285164133	3.11103131238874	4.20789285164133	4.29719141656586	4.65535182861255	4.05398016818765	3.51727569320958	4.13422093976063	4.86789646399265	2.21101219348551	1.46466826700344	1.67355642399014	1.70929063572336	3.48284828306847	3.84599177066457	4.25550073314839	4.70154905694307	4.29204549249286	4.93969674069176	3.32912359629157	3.36457243229586	4.29572302453997	2.37016428054021	2.46466826700344	1.63691458035588	2.56803210477128	2.75488750216347	1.74846123300404
"OR6W1P"	1.6915341649192	0.16349873228288	0.263034405833794	0.250961573533219	1.02147972741045	0.0565835283663675	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0.831877241191673	2.16349873228288	0	0	0	0	0	0	0	0	0	0	0	0	0.790772037862	0.0840642647884745	3.14567745519564	0.214124805352847	0	0	0.948600847493356	0	0	0	0	0	0	0	0.070389327891398	0.0565835283663675	0.0426443374084937	0.111031312388744	0.176322772640463	0
"GOLGA6A"	1.30451104180995	0	0.137503523749935	0.070389327891398	0.53605290024021	0	0	0	0.124328135002202	0.16349873228288	0	0	0	0.0840642647884745	0.0565835283663675	0	1.13093086982645	0.0840642647884745	0	0	1.57531233068744	0	1.35049724708413	0.641546029087524	0	0.0565835283663675	0	0.0426443374084937	0	0.20163386116965	0	0.0840642647884745	0.0565835283663675	0	0	0	0	0	0.0285691521967709	0	1.31614574229336	0	0.669026765509631	0	1.17632277264046	0	0.0565835283663675	0.070389327891398	0.16349873228288	0.111031312388744	0
"C6orf146"	1.67355642399014	0.0285691521967709	0.176322772640463	0.0285691521967709	0.0840642647884745	0	0.722466024471091	0	0	0	0	0.632268215499513	0	0.669026765509631	0	0.782408564927373	1.51601514700366	0	0	2.20789285164133	0.790772037862	0	0	0	0	1.60407132366886	0	0	0.765534746362977	2.6915341649192	0	0	0	0	0	0	0	0.687060688339892	0	0	0	2.26903314645524	1	0	1.52105073690096	0	0	0	0	0	0
"MPP4"	0	0.250961573533219	0.111031312388744	0.16349873228288	0.389566811762726	0.0840642647884745	0.863938450423971	0	0.0976107966264223	0.286881147788162	0.0840642647884745	0	0	0.6959938131099	2.82374936030827	0	0.704871964456353	1.27500704749987	0.84799690655495	2.03913839390696	0	0	0	2.0496307677246	0	1.38404980679516	0	1.53106949272595	0	0.565597175854225	1.30451104180995	0.31034012061215	0.0976107966264223	0.344828496997441	0.0426443374084937	0.137503523749935	0.124328135002202	0	0.855989697308481	0	1.72683121703249	0	0	1.15055967657538	1.57046293102604	0.137503523749935	0.111031312388744	0	0.0426443374084937	0.0976107966264223	0
"ACSM2A"	0	0.111031312388744	0.0426443374084937	0.0285691521967709	0.863938450423971	0.124328135002202	0	0	0.0565835283663675	0.0426443374084937	0.0285691521967709	0	0	0	0	0	0	0	0	0	0.956056652412403	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0.485426827170242	0	0	0	0.0285691521967709	0	0.0426443374084937	0	0
"MS4A10"	0	0	0.0285691521967709	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584962500721156	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"G6PC"	0	1.30451104180995	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0	0	0	3.55090066464752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.516015147003665	0	0	0	0.0840642647884745	0.526068811667588	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC283856"	0	0	0	0.0565835283663675	0.22650852980868	0	0	0	0.0143552929770701	0	0.286881147788162	0	0	0	0	0	0	0	0	0	0	1.04264433740849	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0426443374084937	0.0143552929770701	0.0285691521967709	0	0	0	0.6959938131099	0	0	0	0	0	0	0.0143552929770701	0.137503523749935	0.0976107966264223	0	0.321928094887362	0.0976107966264223
"ATE1"	0	4.28243980500639	3.67581593117227	3.52356195605701	3.98641093525204	2.58496250072116	1.61353165291793	2.46205231879643	3.46988597627446	4.09508049190141	4.59872249967662	1.10433665981474	3.23572705983806	3.54596836910529	0.823749360308273	2.01435529297707	1.85199883711245	2.28983446517751	2.25096157353322	0.704871964456353	2.28688114778816	1.91456452349394	2.90496571868403	3.40735275114004	1.36176835941915	4.06781078378962	1.02856915219677	2.21412480535285	2.43829285157915	1.71808758396052	1.68706068833989	3.30451104180995	4.18428029441938	3.77925972037238	4.00450139223494	3.73009646559547	3.90977310414164	1.20163386116965	2.08746284125034	3.62175885670973	2.10433665981474	2.40053792958373	2.9429835981871	0.495695162624069	1.09761079662642	4.32264926213102	4.71094415457587	4.0408924306469	4.87233628810464	4.37851162325373	4.23802251782572
"MC2R"	0	0.0143552929770701	0	0	0.0426443374084937	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286881147788162	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ART1"	0	0	2.97819562968165	0	0	0	0	0	0	0	0	1.13750352374994	0	0	0	0	2.33913738491959	2.68929916053589	0	0	1.37851162325373	1.28095631383106	0	0	0	0	1.16349873228288	0	0	0	0	0.432959407276106	0.475084882948783	0.137503523749935	0.0840642647884745	0.659924558402378	0	0	0	0	0	1.09085343045111	0	0	0	0	0	0	0.189033824390017	0	0
"CES4"	0	0	0.0285691521967709	0.0426443374084937	0.333423733725192	0.0426443374084937	0	0	0.0285691521967709	0.0285691521967709	0.250961573533219	0	0	0	0	0	0	0.641546029087524	0	0	1.88752527074159	0	0	0	0	0	2.34198574722862	0	0	0	0	1.66902676550963	2.50842865253186	0	0	1.88362081628567	0	0	0	1.66902676550963	0	0	0	0	0	0	0.0426443374084937	0.111031312388744	0	0	0
"EPO"	0	0.070389327891398	4.12267271882414	0.124328135002202	0.070389327891398	1.83592407425437	0	0	0.0426443374084937	0.0565835283663675	0	0	0	0	1.66902676550963	0	0	0	0	0	0	0	0	1.84799690655495	0	0	0.992768430768924	0	0	0	0	2.4541758931858	0.622930350920177	0.070389327891398	0.575312330687437	0.0426443374084937	0.0565835283663675	3.08746284125034	0	0	0	0	0	0	0	0.0426443374084937	0	0.0565835283663675	0.411426245726465	0.150559676575381	0
"PLA2G5"	0.641546029087524	0.150559676575381	0.150559676575381	0.871843648509318	0.37851162325373	0	0	0	0.238786859587116	0.659924558402378	1.0703893278914	0	0	1.62293035092018	0	0	0	1.4905701304462	0	0	0	0	0	0	1.16349873228288	1.13750352374994	0	1.26903314645524	0	0.53605290024021	0	0.333423733725192	1.20789285164133	1.05658352836637	0.485426827170242	0.831877241191673	1.68257329734758	0	0	0	0	0	0	0	0	0.263034405833794	0.22650852980868	0.422233000683048	0.400537929583729	0.0426443374084937	0.238786859587116
"FAM48B2"	1.19534759832222	0	0	0.0285691521967709	0.070389327891398	0	0	0.970853654340484	0	0	0	0.978195629681652	2.60169651648096	1.03562390973072	1.18903382439002	0	0	1.50080205305716	0	0	0.722466024471091	0	2.34198574722862	0.7311832415722	0	0	0.584962500721156	0	0.6959938131099	0	0	0	0	0	0	0	0	0	0	0.622930350920177	0	1.4276061727819	0.910732661902913	0.422233000683048	0	0	0	0	0	0	0
"FBXO24"	2.0071955014042	0.27500704749987	1.32192809488736	0.400537929583729	0.475084882948783	0.7311832415722	2.85798099512757	2.65306001710456	0.604071323668861	0.263034405833794	0.20163386116965	1.38404980679516	1.799087306074	2.15380533607904	1	0	0.887525270741587	0	2.29278174922785	0.855989697308481	1.09761079662642	2.11103131238874	1.70043971814109	1.84398384404833	1.50589092972996	1.26903314645524	0	2.5033487351675	0	3.74416109557041	1.06350294230616	1.23266075679027	0.367371065648529	0.321928094887362	0.799087306074004	0.333423733725192	0.20163386116965	4.20398416585599	2.38404980679516	2.77820857639809	2.0036022366802	2.34766565630097	2.57773093149008	1.92219784839637	1.97819562968165	0.839959587489532	0.411426245726465	0.27500704749987	0.659924558402378	0.321928094887362	0.286881147788162
"BTNL3"	0	0.0426443374084937	0.0426443374084937	0	0.0565835283663675	0	1.44890095114513	0	0.070389327891398	0.0426443374084937	0.0426443374084937	0.790772037862	1.04264433740849	1.36176835941915	0	0	0	0	0	0	2.55581615506164	1.4541758931858	0	0	0	0	0	0	0	0	0	0.0285691521967709	1.09085343045111	0	0	0.22650852980868	0	0	0	0.855989697308481	0	0.887525270741587	0	0.604071323668861	0	0	0	0.070389327891398	0	0	0
"ASPDH"	2.95046841415012	0	0	0	0	0	0	3.09761079662642	0	0	0	2.10433665981474	0	1.44890095114513	2.91456452349394	2.38956681176273	0	2.01435529297707	2.48026512205446	2.18269229751619	0	1.56559717585423	0	2.93168305705981	3.06522762277562	2.49569516262407	1.43295940727611	1.4905701304462	1.64616265715789	2.98550043030489	0	0	0	0	0	0	0	1.50080205305716	2.98185265328974	3.78135971352466	0	3.39917109381982	0	2.53356334821451	3.11270013274936	0	0	0	0	3.18269229751619	0
"ARR3"	1.23878685958712	0.0426443374084937	0	0	0	0	1.13750352374994	0	0	0	0	0	0	1.05658352836637	1.87970576628229	0	0	0	0	1.67355642399014	0	0	0	1.25096157353322	0.985500430304885	0	2.86789646399265	0	0	0	0	0	0	0	0	0	0	0	2.34766565630097	3.28095631383106	0	1.74846123300404	1.49569516262407	0	1.11769504266975	0	0	0	0	0	0
"SLC6A13"	0	0.0976107966264223	0.124328135002202	0.137503523749935	0.321928094887362	0	0	0	0.0565835283663675	0.070389327891398	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.879705766282288	0.124328135002202	0.250961573533219	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0.0426443374084937	0.111031312388744	0.0976107966264223	0.0426443374084937	0.0976107966264223	0.0285691521967709
"FAM75A5"	0	0	0	0	0	0	0	0	0.20163386116965	0	0	0	0	0	0	0	0.31034012061215	0	0	0	0	0.985500430304885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10433665981474	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709
"LOC285780"	0.613531652917927	0.070389327891398	0.070389327891398	0	0.0840642647884745	0.0426443374084937	1.64616265715789	0	0.0143552929770701	0	0.485426827170242	0	0	1.20163386116965	0	0.604071323668861	0	1.09085343045111	0.632268215499513	0	0	1.28095631383106	0	2.42223300068305	0	0.799087306074004	0	0	0	0.356143810225275	0	0	0	0	0.0426443374084937	0.0285691521967709	0	0	0	1.68706068833989	0.485426827170242	0	0	0.879705766282288	1.23878685958712	0.0285691521967709	0	0.0565835283663675	0	0.150559676575381	0
"AFM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0
"GGT8P"	0	0.111031312388744	0.0840642647884745	0.20163386116965	0.545968369105292	0.176322772640463	0	0	0.20163386116965	0.176322772640463	0.0976107966264223	0.565597175854225	0.765534746362977	2.03913839390696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411426245726465	0	0.0426443374084937	0.189033824390017	0.344828496997441	0.0285691521967709	0	0.150559676575381	0	0	0	0	0	0.526068811667588	0	0	0.111031312388744	0.176322772640463	0	0.070389327891398	0.464668267003444	0
"KLK2"	0	0.111031312388744	0.070389327891398	0.0840642647884745	0.137503523749935	0.150559676575381	0	3.10097764772482	0	0.0285691521967709	0	4.46793154602629	3.01256867350306	0	0	0	1.32192809488736	0.871843648509318	6.72178276845979	0.565597175854225	0	4.81506301719287	2.23572705983806	1.77399632511117	1.83187724119167	0.495695162624069	0	0	0	0.389566811762726	0	0.150559676575381	1.57046293102604	6.90327934205614	3.09592441999854	0	0.782408564927373	0	0	0	1.87578006306849	0	0	0.956056652412403	0	0.111031312388744	0	0.0285691521967709	0.432959407276106	0	0.0426443374084937
"BTBD18"	3.83390207666916	0.0143552929770701	0.0285691521967709	0.0143552929770701	0.176322772640463	0.176322772640463	4.73172632271578	4.94766615679601	0	0	0	3.8073549220576	4.52544250601812	5.62439338221977	4.02768487693716	3.99819550315325	3.90689059560852	5.72027846523333	2.71149490665009	4.59036248846375	5.29682445864937	4.36106648879432	4.7076352195453	5.01122725542325	2.84197311892718	5.95512678126137	3.1407786557828	4.66845955691538	4.54039930563062	4.07980475463526	4.48478262307787	0	0	0	0	0	0	4.43295940727611	4.53106949272595	5.39059890555246	4.86145916636151	5.20789285164133	3.92694824794977	3.99819550315325	4.79753183957196	0	0.0285691521967709	0	0	0	0
"NKAIN3"	0	0.0565835283663675	0	0.176322772640463	0.0565835283663675	0.495695162624069	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85598969730848	0	0	0	0	0.0565835283663675	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	1.4905701304462	0.070389327891398
"ANKRD34C"	0	0	0	0	0.070389327891398	0	0	0	0.0285691521967709	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0285691521967709	0.0143552929770701	0.0840642647884745	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0
"ALAS2"	0	0.189033824390017	0.0285691521967709	0.687060688339892	0.422233000683048	0.0840642647884745	0	0.992768430768924	0.31034012061215	0.0426443374084937	4.27127625917593	0	0	0	0	1.35614381022528	0	0	0	0	0.887525270741587	0	0	0	1.15704371014558	1.13093086982645	0	0.765534746362977	0.855989697308481	1.68706068833989	0	0	0.0565835283663675	0.111031312388744	0.344828496997441	0.0840642647884745	0	0	0	0.773996325111173	2.26903314645524	1.68706068833989	0	0.925999418556223	2.21101219348551	0	0.475084882948783	0.124328135002202	0.20163386116965	0.0426443374084937	0.214124805352847
"PIWIL3"	0	0.0143552929770701	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0.111031312388744	0	0	0	0	0	0.748461233004036	0	0	0	0	0	0	0	0	0	0.0143552929770701
"C19orf54"	1.94860084749336	1.57531233068744	2.64846544302731	1.51096191927738	2.19849415363908	2.77188557851537	2.11769504266975	3.3305584000308	1.51096191927738	1.49569516262407	1.60880924267552	2.4032677223393	3.67129337248158	4.3533232911629	1.16349873228288	2.40599235967584	2.98185265328974	2.93168305705981	2.09085343045111	2.33913738491959	5.66277517193778	3.85199883711245	3.34908214639109	3.57288966842058	1.25701061820602	3.1407786557828	3.28540221886225	4.12018602753186	2.52606881166759	2.30451104180995	2.19849415363908	2.44360665147561	1.87970576628229	1.82374936030827	1.4594316186373	2.08406426478847	1.92219784839637	2.64616265715789	3.2585189247113	3.51475349843975	3.44757919654888	3.58255600301406	3.1407786557828	2.97452931248388	3.84398384404833	2.15380533607904	2.11103131238874	1.17632277264046	1.97819562968165	2.02502879449152	1.59454854955035
"ENPP7"	0	0	0.070389327891398	0.0565835283663675	0	0.0426443374084937	0	0	0.0565835283663675	0	0	1.22032995487956	0	0	0	0.903038270112912	1.32192809488736	0	2.22958792274065	1.95233356636969	0	0	0	0	0	0.6959938131099	0	0	0	0.948600847493356	0	0.150559676575381	0.0565835283663675	0	0.0426443374084937	0	0.070389327891398	0	0	0	0	0	1.13750352374994	0	0	0	0.16349873228288	0	0.137503523749935	0	0
"HIST1H2BM"	4.5963388642052	7.06802583857736	3.06350294230616	5.40019634202658	3.45154083301783	7.3792917161183	5.87381319835909	6.07553263116736	5.91456452349394	3.98641093525204	3.48284828306847	0	6.16551001804135	4.114367024952	5.07124781946144	3.48026512205446	4.83743871485637	3.94579495674006	2.74200621086674	6.98025384598826	5.26190685982807	3.4032677223393	3.62993940943954	5.03386345186628	4.04701481951759	5.16832111573972	5.08236196955747	5.99909803370561	0	5.76871365703049	4.50652577904312	7.44286057995797	2.59215800212536	4.34624777408278	4.7273759385949	6.74241049699545	4.65420637794429	5.51064550409004	2.72900887033786	5.01212167271222	6.16390121381454	3.9174317553901	4.63633460244218	3.75274859140713	3.4369613378336	4.21023299009585	5.25889575507544	6.73687542290827	2.99095486039699	8.95081831391518	7.43879185257826
"C16orf90"	1.61823865559545	0	0.0840642647884745	0	0.111031312388744	0.0976107966264223	0	0	0.189033824390017	0	0.0976107966264223	0	0	0	0	0	1.43829285157915	0	0	0	0	0	0	0	0	0	1.36176835941915	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	2.95046841415012	2.4541758931858	0	2.33342373372519	1.0703893278914	2.17632277264046	0.16349873228288	0	0	0	0.16349873228288	0
"CHST2"	1.01435529297707	1.58014548442338	1.17632277264046	1.63691458035588	5.47346223623528	0.641546029087524	1.71808758396052	0.678071905112638	4.22342254993494	2.4594316186373	2.54349588342577	0	0.641546029087524	1.81147103052984	1.33913738491959	0	1.85598969730848	1.49569516262407	0	0	0.604071323668861	0.545968369105292	1.05658352836637	1.04264433740849	0.454175893185802	1.65992455840238	0.485426827170242	0.887525270741587	0.985500430304885	1.77820857639809	0.575312330687437	2.03913839390696	1.84799690655495	1.37295209791183	1.48026512205446	1.68706068833989	5.06307144984268	0.903038270112912	1.38956681176273	1.19534759832222	1.11769504266975	0	2.48026512205446	1.06350294230616	1.21412480535285	3.27052894238072	1.91073266190291	2.72027846523333	1.65535182861255	2.54101915313356	1.89141918684608
"BOLL"	2.66902676550963	0.0976107966264223	0.0565835283663675	0	0	0	1.04264433740849	0.765534746362977	0.333423733725192	0.124328135002202	0.0565835283663675	1.88362081628567	1.56071495447448	0	1.1243281350022	1.11769504266975	1.33342373372519	1.81966818349646	2.48800077083407	1.29865831556452	0	0.613531652917927	0	3.65878273401283	1.84398384404833	3.46466826700344	2.09085343045111	0.575312330687437	2.47248777146274	1.57046293102604	2.14730669878029	0	0	0	0	0	0	4.05224198118114	0.704871964456353	2.85399564717639	1.81147103052984	1.85199883711245	0.863938450423971	0.963474123974886	1.50080205305716	0	0.0426443374084937	0	0	0.321928094887362	0
"RAX"	0	0.0143552929770701	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526068811667588	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0.713695814843359	0	0.0143552929770701	0	0	0.0143552929770701
"CSAG2"	0	0.903038270112912	0.0565835283663675	0.333423733725192	0.070389327891398	0	2.23572705983806	0	3.48413813120167	0.111031312388744	0	0	0	0	1.91073266190291	0	3.80012335282653	0	0	1.60407132366886	1.25096157353322	0	0	0	0	0.985500430304885	0	0	1.23878685958712	0.782408564927373	0	3.70265754339091	0	0	0	2.26903314645524	0	0	0	1.9297909977186	3.18269229751619	0	0	2.23878685958712	0	0	0.31034012061215	0.0565835283663675	0.070389327891398	2.19534759832222	0
"CLDN10"	2.26603689399532	0.070389327891398	0.27500704749987	0.111031312388744	0.111031312388744	0.0976107966264223	4.95512678126137	2.79701297783614	3.47897180503294	6.60969587286274	0.0285691521967709	0.565597175854225	2.98732086592925	2.36176835941915	1.53106949272595	2.04614178164472	1.38956681176273	2.37851162325373	1.22032995487956	1.61823865559545	4.3819754785573	4.13257684267001	2.8094144442359	3.1554254317472	2.60169651648096	2.76341157447001	0.584962500721156	2.75702324650746	1.14404636961671	1.58496250072116	0.687060688339892	0.0426443374084937	0.0143552929770701	0.839959587489532	0.321928094887362	0.27500704749987	0.0565835283663675	1.87970576628229	1.58976348698498	3.32624970083746	1.54596836910529	2.93922657772821	2.01435529297707	1.70487196445635	1.39506279951758	0	0.0840642647884745	0.27500704749987	0	0.739848102699327	2.53605290024021
"AKR1B1"	0	4.66845955691538	4.33342373372519	4.57410150808939	4.71973105674985	4.21023299009585	2.89336221076387	2.37851162325373	4.95977015521147	3.61823865559545	4.49249415167943	2.19219416528334	1.85598969730848	3.28095631383106	4.4867143730307	0	2.611172380044	2.38404980679516	2.59215800212536	2.55581615506164	2.81557542886257	2.90110824301451	2.87184364850932	2.22650852980868	2.82781902461732	2.95791459863299	2.91838623444635	1.58014548442338	2.76128527336162	2.43562859405209	1.11103131238874	4.27575204882853	5.7338966052475	3.81044310384517	6.59753117422421	4.36317107711924	3.70043971814109	1.0071955014042	3.63110428236588	3.32624970083746	0	2.86987140617771	3.53480866123175	2.90110824301451	2.36457243229586	5.19377174339668	3.76765479823735	4.92552476974757	4.53543091487128	6.65262989684074	5.33985000288462
"C15orf55"	0	0.0143552929770701	0.0285691521967709	0	0.124328135002202	0	1.82374936030827	0.565597175854225	0.0143552929770701	0	0	0	0	1.73552217729654	0	1.13750352374994	0	0.903038270112912	0	0.411426245726465	1.790772037862	0	0	0.505890929729957	0.37851162325373	2.14404636961671	0	1.22650852980868	0	2.07382023329167	0.475084882948783	0	0	0	0.0143552929770701	0	0	1.24488705912353	1.19534759832222	2.13750352374994	1.15704371014558	1.27500704749987	0.356143810225275	1.32768736417605	2.46205231879643	0	0	0	0	0.0143552929770701	0.27500704749987
"C11orf36"	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709
"CLCA3P"	0.933572638261024	0	0	0	0	0	0	0.613531652917927	0.0285691521967709	0.0565835283663675	0	0.422233000683048	0	0.799087306074004	0	1.23266075679027	0.475084882948783	0	0	0.454175893185802	0	0	0	0	0.411426245726465	1.54101915313356	0	2.64154602908752	1.20163386116965	0	0	0	0	0	0	0	0	0.823749360308273	0	0	0	2.31614574229336	0.389566811762726	0	0.475084882948783	0	0	0	0	0.0143552929770701	0
"ERAS"	0	0	0.0565835283663675	0.0840642647884745	0.214124805352847	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0976107966264223	0.070389327891398	0	0.111031312388744	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0.070389327891398	0.111031312388744	0
"ALPPL2"	0	0.0285691521967709	0	0	0	0	0	0	0.286881147788162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411426245726465	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	2.28983446517751	0	0	0	0	0	0	0	0	0.286881147788162
"ARSF"	0	0.176322772640463	0	0	0	0.0840642647884745	0	0	0.0565835283663675	0.189033824390017	0.0426443374084937	0	0	0	0	0	0	1.09085343045111	3.92789645372882	0	0	1.65992455840238	0	2.09761079662642	0	1.03562390973072	1.16992500144231	0.7311832415722	0	0	0	0.970853654340484	1.81147103052984	1.67355642399014	1.90303827011291	0.0840642647884745	0.464668267003444	0	0	0.6959938131099	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.933572638261024
"C14orf23"	0	0.0426443374084937	0	0	0.137503523749935	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389566811762726	0
"SLCO6A1"	0	0.0285691521967709	0.124328135002202	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16349873228288	0
"NCRNA00164"	3.21878116778407	0.070389327891398	0.344828496997441	0	0.070389327891398	0.263034405833794	3.29425313644451	3.95140129167431	0.0976107966264223	0	0	0	1.83592407425437	3.14241343787374	3.52732060787705	2.48800077083407	1.58496250072116	4.20789285164133	3.43829285157915	1.54101915313356	2.51853513898218	3.52857131887076	2.64616265715789	3.70265754339091	0.887525270741587	0.871843648509318	4.12845838414693	3.28392177230762	1.70487196445635	1.51096191927738	1.09085343045111	0.22650852980868	0	0	0.0565835283663675	0	0.0976107966264223	2.79493566280354	1.799087306074	1.98185265328974	3.55336050333533	2.03210084316702	3.75488750216347	0	2.33913738491959	0.0426443374084937	0.0565835283663675	0.137503523749935	0	0.963474123974886	0
"KCNV1"	0	0	0.0426443374084937	0	0.16349873228288	0	0.565597175854225	0	0	0	0	0.400537929583729	1.26303440583379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0.263034405833794	0	0.0426443374084937	0.0840642647884745
"KLK15"	0	0.0426443374084937	0	0	0	0.0840642647884745	0	1.55581615506164	0.0565835283663675	0	0	1.17632277264046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0.27500704749987	0.0565835283663675	0	0	0	0	0	0	0	1.49569516262407	0	0.16349873228288	0	0	0	0	0
"FTSJ1"	0	4.19298316997399	5.46923479366766	4.95233356636969	4.64616265715789	3.54720302475693	3.51475349843975	4.0408924306469	5.38681094647222	5.04220656012069	3.97085365434048	2.56071495447448	3.11769504266975	1.95233356636969	5.11561593142811	1.04264433740849	2.98367769469807	1.8073549220576	1.84799690655495	3.36036427654347	3.21567859660793	3.31034012061215	3.05311133645956	3.23878685958712	2.81352468929781	2.76553474636298	3.20945336562895	3.14404636961671	2.31614574229336	2.42223300068305	1.76128527336162	5.12845838414693	4.6507645591169	4.31251996747495	4.34340782229781	4.8499992594661	4.96486066424585	5.35790383855249	1.8073549220576	3.67807190511264	2.55090066464752	2.52356195605701	2.80322703643493	1.95233356636969	2.81147103052984	5.23112515787905	4.96254902292306	4.25701061820602	4.99276843076892	4.40531168259745	5.36282052553426
